mcs_dl_i,mcs_ul_i,dl_kbps_i,ul_kbps_i,cpu_set,cpu_i,explode,predicted_dl_kbps,recommended_cpu_cores,recommended_mcs_dl,power_optimization,load_balancing
19,18,89169,22924,Core 4-7,0.5010043988857903,0,0.6929894228575965,Core 0-3,18,Reduce Power,Normal Operation
12,14,94703,14381,Core 4-7,0.3869319560903923,0,0.6042207692738254,Core 0-3,11,Reduce Power,Normal Operation
15,21,56221,31093,Core 0-3,0.8111720301796681,0,0.6394602572403199,Core 0-3,14,Reduce Power,Normal Operation
23,26,99539,45387,Core 0-3,0.3606443920029458,0,0.6167625778791482,Core 0-3,22,Reduce Power,Normal Operation
14,3,3338,42005,Core 0-3,0.5053551910928397,0,0.6903450087021302,Core 0-3,13,Reduce Power,Normal Operation
11,19,35830,5759,Core 4-7,0.6234933879007358,0,0.787827248508354,Core 0-3,10,Reduce Power,Normal Operation
26,8,79476,25350,Core 0-3,0.6349749032938458,1,0.7695500364494618,Core 0-3,25,Reduce Power,Normal Operation
10,4,37494,44901,Core 4-7,0.4221720385193169,0,0.6172642413863865,Core 0-3,9,Reduce Power,Normal Operation
27,4,92375,32093,Core 0-3,0.719291566593675,1,0.7387435372620988,Core 0-3,26,Reduce Power,Normal Operation
11,19,30884,10961,Core 4-7,0.928622731517882,0,0.5952359555467526,Core 0-3,10,Reduce Power,Normal Operation
6,11,45878,28184,Core 4-7,0.8604331033822448,0,0.5778197635007402,Core 0-3,5,Reduce Power,Normal Operation
2,1,33143,36190,Core 0-3,0.0040121316917228,0,0.6727036589034711,Core 0-3,1,Reduce Power,Normal Operation
11,8,17426,30324,Core 4-7,0.4833489774157379,0,0.6374229321679956,Core 0-3,10,Reduce Power,Normal Operation
19,15,39477,3887,Core 4-7,0.3676293636200336,0,0.6151316272022491,Core 0-3,18,Reduce Power,Normal Operation
6,1,24152,22326,Core 0-3,0.611224909847288,0,0.8156499562919247,Core 0-3,5,Reduce Power,Normal Operation
14,7,63795,15053,Core 4-7,0.7104229190067319,0,0.7340882671255915,Core 0-3,13,Reduce Power,Normal Operation
20,21,10770,43330,Core 0-3,0.2701510302841416,1,0.6492685072881058,Core 0-3,19,Reduce Power,Normal Operation
6,20,83304,7459,Core 0-3,0.6735875054363785,0,0.7584674215289853,Core 0-3,5,Reduce Power,Normal Operation
17,20,62130,43215,Core 0-3,0.4947021656403639,0,0.670908833376188,Core 0-3,16,Reduce Power,Normal Operation
10,24,36917,29879,Core 4-7,0.4475195509690146,0,0.6218072225455368,Core 0-3,9,Reduce Power,Normal Operation
28,11,47394,23174,Core 4-7,0.6057274028562362,0,0.8105611762311428,Core 0-3,27,Reduce Power,Normal Operation
1,27,56542,10059,Core 0-3,0.4709518612864453,0,0.5903017597494457,Core 0-3,0,Reduce Power,Normal Operation
3,29,63753,32752,Core 4-7,0.7265762104804625,0,0.7255926717641281,Core 0-3,2,Reduce Power,Normal Operation
8,14,49341,26604,Core 0-3,0.4212366304954155,0,0.6172642413863865,Core 0-3,7,Reduce Power,Normal Operation
8,22,53223,1051,Core 0-3,0.7666778682012207,0,0.6256280343308221,Core 0-3,7,Reduce Power,Normal Operation
27,16,20817,633,Core 0-3,0.4957630462108349,0,0.6879888163184553,Core 0-3,26,Reduce Power,Normal Operation
20,14,55508,7107,Core 4-7,0.02452918491603,0,0.6727036589034711,Core 0-3,19,Reduce Power,Normal Operation
22,12,36934,11603,Core 4-7,0.3393870544326052,0,0.6465889799056458,Core 0-3,21,Reduce Power,Normal Operation
15,17,46625,43473,Core 4-7,0.4790953899267325,0,0.614953621619001,Core 0-3,14,Reduce Power,Normal Operation
24,14,81484,30358,Core 0-3,0.5739172218784825,0,0.7671453472444492,Core 0-3,23,Reduce Power,Normal Operation
7,10,75949,39867,Core 0-3,0.4802670433017468,0,0.6348128514989435,Core 0-3,6,Reduce Power,Normal Operation
11,24,74602,13872,Core 4-7,0.3605593147322581,0,0.6167625778791482,Core 0-3,10,Reduce Power,Normal Operation
7,29,98480,38392,Core 4-7,0.8561886484512733,0,0.5828829320851847,Core 0-3,6,Reduce Power,Normal Operation
29,14,81641,34328,Core 0-3,0.7808282155096429,0,0.5832602539812464,Core 0-3,28,Reduce Power,Normal Operation
4,18,1057,14548,Core 0-3,0.2585670377849021,0,0.6519761439392927,Core 0-3,3,Reduce Power,Normal Operation
25,22,44883,30923,Core 0-3,0.3315406404112653,1,0.6371163181906482,Core 0-3,24,Reduce Power,Normal Operation
12,9,6540,19070,Core 0-3,0.5638268570123534,0,0.7867983916718532,Core 0-3,11,Reduce Power,Normal Operation
26,17,47152,19549,Core 4-7,0.46953760315228,0,0.5903017597494457,Core 0-3,25,Reduce Power,Normal Operation
6,6,99932,36438,Core 4-7,0.0,0,0.6727036589034711,Core 0-3,5,Reduce Power,Normal Operation
14,8,61441,11419,Core 0-3,0.3562079804952023,0,0.6303949641873497,Core 0-3,13,Reduce Power,Normal Operation
12,26,87840,32180,Core 0-3,0.6466107070522963,0,0.734876858411281,Core 0-3,11,Reduce Power,Normal Operation
11,13,75328,48851,Core 4-7,0.5224285952011147,0,0.7536314218556632,Core 0-3,10,Reduce Power,Normal Operation
19,18,26610,37374,Core 0-3,0.3137755275382538,0,0.6302639084932625,Core 0-3,18,Reduce Power,Normal Operation
21,5,5849,36689,Core 0-3,0.3881765490323895,0,0.6022206847549146,Core 0-3,20,Reduce Power,Normal Operation
5,6,30874,16803,Core 4-7,0.4553494101956548,0,0.6118253044324767,Core 0-3,4,Reduce Power,Normal Operation
14,21,85045,35546,Core 4-7,1.0,0,0.5645031472978264,Core 0-3,13,Reduce Power,Normal Operation
21,19,43091,18048,Core 4-7,0.5072432955298918,0,0.6935562065277128,Core 0-3,20,Reduce Power,Normal Operation
24,4,557,17501,Core 0-3,0.3553700907647336,0,0.6238461026121145,Core 0-3,23,Reduce Power,Normal Operation
16,7,74539,46320,Core 0-3,0.8606189682724192,0,0.5778197635007402,Core 0-3,15,Reduce Power,Normal Operation
25,4,94329,33199,Core 4-7,0.6159361286088766,0,0.7866208781072583,Core 0-3,24,Reduce Power,Normal Operation
13,25,65078,29220,Core 4-7,0.3389321587015405,0,0.6434619528416853,Core 0-3,12,Reduce Power,Normal Operation
25,11,19621,33718,Core 0-3,0.5038668896343667,0,0.6947058650158886,Core 0-3,24,Reduce Power,Normal Operation
29,12,5993,10490,Core 0-3,0.4616831218341988,0,0.6122174961538783,Core 0-3,28,Reduce Power,Normal Operation
22,14,68318,13278,Core 0-3,0.6097230998790324,0,0.8155198849281633,Core 0-3,21,Reduce Power,Normal Operation
22,13,89206,40640,Core 4-7,0.2485147259219891,0,0.6638838565078928,Core 0-3,21,Reduce Power,Normal Operation
25,29,1931,35160,Core 4-7,0.2616816930568637,0,0.6540533089754718,Core 0-3,24,Reduce Power,Normal Operation
20,10,60969,22412,Core 0-3,0.4485663008603544,0,0.6218072225455368,Core 0-3,19,Reduce Power,Normal Operation
22,18,62741,46630,Core 4-7,0.3239606682884064,0,0.6383568817162893,Core 0-3,21,Reduce Power,Normal Operation
4,16,45794,27298,Core 4-7,0.7034422290581644,0,0.7387136334676875,Core 0-3,3,Reduce Power,Normal Operation
11,5,86627,4308,Core 4-7,0.294311156515249,0,0.6353984594002896,Core 0-3,10,Reduce Power,Normal Operation
17,8,11851,9976,Core 0-3,0.9814912265335496,0,0.6285752907849159,Core 0-3,16,Reduce Power,Normal Operation
7,14,32983,17106,Core 0-3,0.4696415464840329,0,0.5903017597494457,Core 0-3,6,Reduce Power,Normal Operation
14,5,31695,29440,Core 4-7,0.5263042697947281,0,0.7761352565347301,Core 0-3,13,Reduce Power,Normal Operation
26,26,23235,23837,Core 0-3,0.570205246180793,0,0.7728316463022101,Core 0-3,25,Reduce Power,Normal Operation
11,28,15703,23920,Core 4-7,0.4854190505751737,0,0.6507655801204093,Core 0-3,10,Reduce Power,Normal Operation
28,24,4474,30090,Core 4-7,0.7359389926546496,0,0.7166116641534644,Core 0-3,27,Reduce Power,Normal Operation
22,8,85722,29556,Core 0-3,0.5291156515476407,0,0.7655465954684808,Core 0-3,21,Reduce Power,Normal Operation
9,25,40213,2109,Core 4-7,0.3957173221878685,0,0.5999652778416895,Core 0-3,8,Reduce Power,Normal Operation
23,26,13136,29797,Core 4-7,0.2269971478855785,0,0.6638501041453998,Core 0-3,22,Reduce Power,Normal Operation
13,6,35570,28366,Core 4-7,0.5782635165338479,0,0.7806414608813382,Core 0-3,12,Reduce Power,Normal Operation
23,16,29623,34491,Core 4-7,0.6828783362233779,0,0.7448593894686906,Core 0-3,22,Reduce Power,Normal Operation
18,28,32312,2407,Core 4-7,0.2465267369202071,0,0.6638838565078928,Core 0-3,17,Reduce Power,Normal Operation
28,4,29260,15478,Core 4-7,0.42377383243377,0,0.620225232813197,Core 0-3,27,Reduce Power,Normal Operation
11,12,5466,26438,Core 0-3,0.6931363067026559,0,0.7498669773415478,Core 0-3,10,Reduce Power,Normal Operation
15,11,84462,11443,Core 4-7,0.3297293038281856,0,0.642979406017263,Core 0-3,14,Reduce Power,Normal Operation
25,3,80198,6310,Core 0-3,0.3279083263644309,0,0.642979406017263,Core 0-3,24,Reduce Power,Normal Operation
26,12,16558,45429,Core 0-3,0.4696840460700545,0,0.5903017597494457,Core 0-3,25,Reduce Power,Normal Operation
25,5,41982,47331,Core 0-3,0.7630652941599222,0,0.6199670629555402,Core 0-3,24,Reduce Power,Normal Operation
22,6,3498,38205,Core 0-3,0.6837172908067168,0,0.7414089786656638,Core 0-3,21,Reduce Power,Normal Operation
29,19,61765,22632,Core 0-3,0.7632143198770365,0,0.6199670629555402,Core 0-3,28,Reduce Power,Normal Operation
19,18,66945,18115,Core 4-7,0.3012727045371357,0,0.636329343235634,Core 0-3,18,Reduce Power,Normal Operation
1,16,35148,45528,Core 4-7,0.3680878083861303,0,0.6172163490842856,Core 0-3,0,Reduce Power,Normal Operation
4,23,61123,10439,Core 0-3,0.4643162989201965,0,0.6091738360011467,Core 0-3,3,Reduce Power,Normal Operation
14,11,78533,44018,Core 4-7,0.4386990072340017,0,0.6191280087706929,Core 0-3,13,Reduce Power,Normal Operation
14,5,84980,30454,Core 0-3,0.3446410757458147,0,0.6424702371097362,Core 0-3,13,Reduce Power,Normal Operation
3,9,8027,1237,Core 4-7,0.5961646652432298,0,0.7633939142208779,Core 0-3,2,Reduce Power,Normal Operation
28,3,3572,21320,Core 0-3,0.1740376461306602,1,0.6718796872012893,Core 0-3,27,Reduce Power,Normal Operation
17,8,12518,49203,Core 0-3,0.5299214252908975,0,0.7662635206875288,Core 0-3,16,Reduce Power,Normal Operation
3,6,30152,43411,Core 0-3,0.8323726666914388,0,0.633813986204274,Core 0-3,2,Reduce Power,Normal Operation
16,4,4976,12821,Core 4-7,0.5157002928262294,0,0.754621689425458,Core 0-3,15,Reduce Power,Normal Operation
14,12,96268,33067,Core 4-7,0.3335565486179043,0,0.6434619528416853,Core 0-3,13,Reduce Power,Normal Operation
20,12,27982,4918,Core 0-3,0.2439145022748157,0,0.6638838565078928,Core 0-3,19,Reduce Power,Normal Operation
29,25,63013,42664,Core 0-3,0.5721616544411107,0,0.7621436990011684,Core 0-3,28,Reduce Power,Normal Operation
13,21,86911,2486,Core 4-7,0.8472755966708081,0,0.5945562635682495,Core 0-3,12,Reduce Power,Normal Operation
15,16,16719,33614,Core 4-7,0.5426870147013344,0,0.7636981647267929,Core 0-3,14,Reduce Power,Normal Operation
14,10,30948,39093,Core 0-3,0.4329596972093272,0,0.6191280087706929,Core 0-3,13,Reduce Power,Normal Operation
24,22,80403,34483,Core 0-3,0.3474021308540744,0,0.6424702371097362,Core 0-3,23,Reduce Power,Normal Operation
25,14,25620,47158,Core 0-3,0.2045270044599388,0,0.6764332645795722,Core 0-3,24,Reduce Power,Normal Operation
19,13,7355,44228,Core 4-7,0.5544978944129623,0,0.7492162208846865,Core 0-3,18,Reduce Power,Normal Operation
6,9,57053,22682,Core 0-3,0.1796984450751631,0,0.6718796872012893,Core 0-3,5,Reduce Power,Normal Operation
10,7,69133,32489,Core 4-7,0.6830340040915706,0,0.7448593894686906,Core 0-3,9,Reduce Power,Normal Operation
27,12,45085,33512,Core 4-7,0.6254175868867635,0,0.7807191139023492,Core 0-3,26,Reduce Power,Normal Operation
15,5,85925,47387,Core 0-3,0.456790355139885,0,0.6158280912708828,Core 0-3,14,Reduce Power,Normal Operation
21,18,1584,23942,Core 4-7,0.6295590272820726,0,0.7701717347804501,Core 0-3,20,Reduce Power,Normal Operation
22,4,99356,11743,Core 0-3,0.5345423394607262,0,0.7574589529600979,Core 0-3,21,Reduce Power,Normal Operation
20,2,22444,632,Core 0-3,0.6277717094984746,0,0.7769244722667756,Core 0-3,19,Reduce Power,Normal Operation
26,3,34421,16056,Core 4-7,0.678929093668108,0,0.7456913333925833,Core 0-3,25,Reduce Power,Normal Operation
6,26,61782,18254,Core 0-3,0.4489928950732423,0,0.6218072225455368,Core 0-3,5,Reduce Power,Normal Operation
23,12,87893,34355,Core 4-7,0.2407291087788555,0,0.6638501041453998,Core 0-3,22,Reduce Power,Normal Operation
25,3,51897,10339,Core 4-7,0.9516011890385194,0,0.6104747176533482,Core 0-3,24,Reduce Power,Normal Operation
10,4,18570,43351,Core 0-3,0.4573457605821092,0,0.6158280912708828,Core 0-3,9,Reduce Power,Normal Operation
7,6,55487,46683,Core 4-7,0.4144003518244629,0,0.6183339199829784,Core 0-3,6,Reduce Power,Normal Operation
22,12,57190,20886,Core 4-7,0.5887974446775168,0,0.7890040176214473,Core 0-3,21,Reduce Power,Normal Operation
17,19,90511,43720,Core 0-3,0.4613427094532386,0,0.6129272643916202,Core 0-3,16,Reduce Power,Normal Operation
18,10,61634,14328,Core 4-7,0.2484027818758716,0,0.6638838565078928,Core 0-3,17,Reduce Power,Normal Operation
17,1,88255,41578,Core 0-3,0.2616326047358503,0,0.6540533089754718,Core 0-3,16,Reduce Power,Normal Operation
9,17,59939,36171,Core 0-3,0.3219299550504283,0,0.634425306891739,Core 0-3,8,Reduce Power,Normal Operation
10,16,31989,23706,Core 4-7,0.5714683232346486,0,0.7660974312554883,Core 0-3,9,Reduce Power,Normal Operation
10,9,23678,1394,Core 4-7,0.360904914802641,0,0.6167625778791482,Core 0-3,9,Reduce Power,Normal Operation
25,25,79519,1765,Core 0-3,0.6871026240809084,0,0.7486702956046252,Core 0-3,24,Reduce Power,Normal Operation
7,21,58456,23307,Core 4-7,0.4690050722380584,0,0.5901655810088732,Core 0-3,6,Reduce Power,Normal Operation
16,9,48302,31643,Core 0-3,0.4842655007953235,0,0.6438976237145583,Core 0-3,15,Reduce Power,Normal Operation
29,27,63278,10465,Core 4-7,0.511995852081214,0,0.724937603956363,Core 0-3,28,Reduce Power,Normal Operation
18,23,58219,30912,Core 0-3,0.2921196008422906,0,0.6336954572625931,Core 0-3,17,Reduce Power,Normal Operation
6,9,34073,32729,Core 0-3,0.7550430400097454,0,0.6297571285536376,Core 0-3,5,Reduce Power,Normal Operation
27,12,34188,33248,Core 4-7,0.5620507227854169,0,0.7802533518547229,Core 0-3,26,Reduce Power,Normal Operation
20,23,97565,41773,Core 4-7,0.4653813139544536,0,0.6033199839767489,Core 0-3,19,Reduce Power,Normal Operation
1,9,46975,18590,Core 4-7,0.394162030387986,0,0.5999652778416895,Core 0-3,0,Reduce Power,Normal Operation
1,15,51197,40602,Core 0-3,0.3902954338470603,0,0.5965728434936466,Core 0-3,0,Reduce Power,Normal Operation
12,2,34478,28541,Core 0-3,0.2685521596836302,0,0.6500583240346367,Core 0-3,11,Reduce Power,Normal Operation
21,11,30177,13874,Core 4-7,0.2336766068113405,0,0.6638501041453998,Core 0-3,20,Reduce Power,Normal Operation
28,11,82040,46616,Core 4-7,0.2337257619629894,0,0.6638501041453998,Core 0-3,27,Reduce Power,Normal Operation
2,8,10772,15875,Core 0-3,0.7125919951254884,0,0.7295583175074176,Core 0-3,1,Reduce Power,Normal Operation
4,23,6712,2893,Core 4-7,0.3466902804874038,0,0.6424702371097362,Core 0-3,3,Reduce Power,Normal Operation
17,6,21571,12302,Core 4-7,0.2847410729232886,0,0.6426069195318572,Core 0-3,16,Reduce Power,Normal Operation
4,21,75736,36962,Core 0-3,0.7575901916900947,0,0.6228705137846648,Core 0-3,3,Reduce Power,Normal Operation
11,20,96016,15411,Core 4-7,0.512139319374377,0,0.724937603956363,Core 0-3,10,Reduce Power,Normal Operation
22,7,17797,20564,Core 0-3,0.2652457553331415,0,0.6520165376497269,Core 0-3,21,Reduce Power,Normal Operation
26,3,52432,11155,Core 0-3,0.6141492407011184,1,0.7993398032018969,Core 0-3,25,Reduce Power,Normal Operation
4,8,57384,42364,Core 4-7,0.7906363211520401,0,0.5727231408487928,Core 0-3,3,Reduce Power,Normal Operation
1,18,29125,6910,Core 4-7,0.6356027643319409,0,0.7695500364494618,Core 0-3,0,Reduce Power,Normal Operation
7,17,29331,36665,Core 4-7,0.5276380250769699,0,0.7655465954684808,Core 0-3,6,Reduce Power,Normal Operation
18,11,56978,20881,Core 0-3,0.5935776142547678,0,0.7945881749018615,Core 0-3,17,Reduce Power,Normal Operation
9,2,63409,46299,Core 0-3,0.7389629902093948,0,0.7084683150201292,Core 0-3,8,Reduce Power,Normal Operation
29,25,29867,34178,Core 0-3,0.8455963780709982,0,0.6063126528133588,Core 0-3,28,Reduce Power,Normal Operation
3,21,46313,23470,Core 4-7,0.3097911799631513,0,0.6302639084932625,Core 0-3,2,Reduce Power,Normal Operation
8,27,20621,26821,Core 0-3,0.5044750866948404,0,0.6956930543972706,Core 0-3,7,Reduce Power,Normal Operation
29,24,36047,19007,Core 0-3,0.6209155630302787,0,0.7893298417907383,Core 0-3,28,Reduce Power,Normal Operation
24,19,64142,18735,Core 0-3,0.5343968608585531,1,0.7574589529600979,Core 0-3,23,Reduce Power,Normal Operation
19,7,25414,48183,Core 4-7,0.6059392382677249,0,0.8105611762311428,Core 0-3,18,Reduce Power,Normal Operation
4,18,17678,13363,Core 0-3,0.941723288308428,0,0.6067897388712244,Core 0-3,3,Reduce Power,Normal Operation
18,8,67758,45225,Core 4-7,0.4476356849541379,0,0.6218072225455368,Core 0-3,17,Reduce Power,Normal Operation
20,14,79921,2115,Core 4-7,0.2174502823799583,0,0.6697208150139233,Core 0-3,19,Reduce Power,Normal Operation
27,7,61063,11082,Core 0-3,0.870012253385686,0,0.5809498630646365,Core 0-3,26,Reduce Power,Normal Operation
11,28,50550,27838,Core 0-3,0.8535587540622218,0,0.5798966910215634,Core 0-3,10,Reduce Power,Normal Operation
27,21,63107,9897,Core 0-3,0.6086521298740915,0,0.8183678515899107,Core 0-3,26,Reduce Power,Normal Operation
14,28,66138,37294,Core 4-7,0.4009694350949268,0,0.6134197545128243,Core 0-3,13,Reduce Power,Normal Operation
25,27,93471,30155,Core 4-7,0.6715043009219511,0,0.7550605542792159,Core 0-3,24,Reduce Power,Normal Operation
18,4,13762,40137,Core 4-7,0.5065297222039037,0,0.6846329664044012,Core 0-3,17,Reduce Power,Normal Operation
28,17,7953,44139,Core 4-7,0.4381229201040551,0,0.6191280087706929,Core 0-3,27,Reduce Power,Normal Operation
28,5,45674,19330,Core 0-3,0.364719494817451,0,0.6146196868263674,Core 0-3,27,Reduce Power,Normal Operation
29,12,78260,36580,Core 0-3,0.4967482299019816,0,0.6924544362055045,Core 0-3,28,Reduce Power,Normal Operation
16,9,6672,8514,Core 4-7,0.6093797991867276,0,0.8110440381385629,Core 0-3,15,Reduce Power,Normal Operation
3,26,77288,38287,Core 4-7,0.5328353257480196,0,0.7604550770811481,Core 0-3,2,Reduce Power,Normal Operation
15,20,18418,43561,Core 4-7,0.6768631293899772,0,0.7540561654871617,Core 0-3,14,Reduce Power,Normal Operation
27,13,7697,3716,Core 4-7,0.4561527944374656,0,0.6158280912708828,Core 0-3,26,Reduce Power,Normal Operation
27,25,97627,22359,Core 4-7,0.4162798481363005,0,0.6183658175644734,Core 0-3,26,Reduce Power,Normal Operation
4,28,14177,20553,Core 4-7,0.5774878964518584,0,0.7760572820258937,Core 0-3,3,Reduce Power,Normal Operation
5,18,11539,11722,Core 4-7,0.5172602893701634,0,0.7515384224153506,Core 0-3,4,Reduce Power,Normal Operation
17,20,28285,19408,Core 4-7,0.7968100608545213,0,0.5695561420082931,Core 0-3,16,Reduce Power,Normal Operation
7,9,5070,29193,Core 0-3,0.4306840931155641,0,0.6218624847588291,Core 0-3,6,Reduce Power,Normal Operation
16,4,72742,24382,Core 0-3,0.3995428040191042,0,0.6134197545128243,Core 0-3,15,Reduce Power,Normal Operation
14,21,12155,14103,Core 4-7,0.4662392355742423,0,0.5994409725017743,Core 0-3,13,Reduce Power,Normal Operation
26,27,99238,28383,Core 0-3,0.417366901652035,0,0.6183658175644734,Core 0-3,25,Reduce Power,Normal Operation
16,8,48407,13840,Core 0-3,0.3739585852078271,0,0.6199947620467698,Core 0-3,15,Reduce Power,Normal Operation
7,1,9949,44202,Core 0-3,0.1735704730135079,0,0.6718796872012893,Core 0-3,6,Reduce Power,Normal Operation
9,17,25130,18845,Core 4-7,0.2692827392327825,1,0.6492685072881058,Core 0-3,8,Reduce Power,Normal Operation
4,25,75158,23187,Core 4-7,0.4759575221886642,0,0.6051082506509458,Core 0-3,3,Reduce Power,Normal Operation
22,9,46871,30081,Core 4-7,0.2384860682492995,0,0.6638501041453998,Core 0-3,21,Reduce Power,Normal Operation
11,20,11491,37893,Core 0-3,0.6129314896003738,0,0.7932497044263138,Core 0-3,10,Reduce Power,Normal Operation
2,13,25387,28697,Core 4-7,0.5739961936997277,0,0.7671453472444492,Core 0-3,1,Reduce Power,Normal Operation
12,2,14359,8792,Core 0-3,0.3660232122415588,0,0.6146196868263674,Core 0-3,11,Reduce Power,Normal Operation
12,13,24140,42773,Core 4-7,0.4894294626327153,0,0.6495204243763524,Core 0-3,11,Reduce Power,Normal Operation
4,9,48839,3948,Core 4-7,0.4616744727304218,0,0.6122174961538783,Core 0-3,3,Reduce Power,Normal Operation
18,20,91568,20128,Core 0-3,0.139036901658877,0,0.6697046542969274,Core 0-3,17,Reduce Power,Normal Operation
26,6,53735,15178,Core 4-7,0.5889883580532018,0,0.7890040176214473,Core 0-3,25,Reduce Power,Normal Operation
21,28,3012,39315,Core 0-3,0.3805005080374303,0,0.6042962851171109,Core 0-3,20,Reduce Power,Normal Operation
7,1,81482,26977,Core 4-7,0.3050494212112025,0,0.636329343235634,Core 0-3,6,Reduce Power,Normal Operation
29,28,22412,1714,Core 4-7,0.6356419967107567,1,0.7695500364494618,Core 0-3,28,Reduce Power,Normal Operation
1,25,36015,24490,Core 4-7,0.548640842651776,0,0.7614925945028923,Core 0-3,0,Reduce Power,Normal Operation
26,5,15916,20510,Core 0-3,0.6822492922501749,0,0.7448593894686906,Core 0-3,25,Reduce Power,Normal Operation
26,3,73316,42826,Core 4-7,0.4764225019101314,0,0.6062385103000661,Core 0-3,25,Reduce Power,Normal Operation
23,4,77010,41143,Core 0-3,0.5430600174275313,0,0.7636981647267929,Core 0-3,22,Reduce Power,Normal Operation
26,1,44246,32064,Core 0-3,0.6598312894942262,0,0.738354311691588,Core 0-3,25,Reduce Power,Normal Operation
13,14,44275,47187,Core 0-3,0.835267492939772,0,0.6185061209491927,Core 0-3,12,Reduce Power,Normal Operation
6,9,12727,48493,Core 4-7,0.4377050983431187,0,0.6191280087706929,Core 0-3,5,Reduce Power,Normal Operation
6,24,13531,45083,Core 4-7,0.5496189059305487,0,0.7620707673186533,Core 0-3,5,Reduce Power,Normal Operation
12,4,33500,38747,Core 4-7,0.6147136525645961,0,0.7993398032018969,Core 0-3,11,Reduce Power,Normal Operation
8,18,51753,25578,Core 4-7,0.6131177512581167,0,0.7990697005126995,Core 0-3,7,Reduce Power,Normal Operation
24,14,68064,672,Core 4-7,0.3973660586146983,0,0.5983295011566327,Core 0-3,23,Reduce Power,Normal Operation
22,25,96469,17770,Core 0-3,0.4775945954611824,0,0.6214409052000165,Core 0-3,21,Reduce Power,Normal Operation
19,4,18813,28608,Core 0-3,0.6127531230517469,0,0.800838631032595,Core 0-3,18,Reduce Power,Normal Operation
5,25,75686,16544,Core 0-3,0.535206282874669,0,0.7574589529600979,Core 0-3,4,Reduce Power,Normal Operation
18,10,92260,6763,Core 0-3,0.8829276892011835,0,0.5907125895833555,Core 0-3,17,Reduce Power,Normal Operation
5,3,58251,21252,Core 0-3,0.4380985379668529,0,0.6191280087706929,Core 0-3,4,Reduce Power,Normal Operation
25,23,52992,12121,Core 0-3,0.3400538041962687,0,0.6465889799056458,Core 0-3,24,Reduce Power,Normal Operation
10,7,30864,42869,Core 4-7,0.5969016296075325,0,0.7767777280966446,Core 0-3,9,Reduce Power,Normal Operation
1,10,18861,7556,Core 0-3,0.3123245463974714,0,0.6302639084932625,Core 0-3,0,Reduce Power,Normal Operation
10,13,68449,21837,Core 0-3,0.4083095999443505,0,0.6145164449272034,Core 0-3,9,Reduce Power,Normal Operation
5,4,31570,14745,Core 0-3,0.5161368723429457,0,0.754621689425458,Core 0-3,4,Reduce Power,Normal Operation
12,18,22909,33176,Core 0-3,0.4934076173536364,0,0.6656669599970428,Core 0-3,11,Reduce Power,Normal Operation
22,11,30354,48946,Core 4-7,0.4879182101068577,0,0.6571805222651145,Core 0-3,21,Reduce Power,Normal Operation
27,25,97242,760,Core 0-3,0.3873026427927876,0,0.6042207692738254,Core 0-3,26,Reduce Power,Normal Operation
7,4,30155,1852,Core 4-7,0.5739487988093338,0,0.7671453472444492,Core 0-3,6,Reduce Power,Normal Operation
9,24,10452,5743,Core 4-7,0.934517872240474,0,0.5912861128307426,Core 0-3,8,Reduce Power,Normal Operation
22,14,36865,42959,Core 0-3,0.6658885365267934,0,0.7473531137185343,Core 0-3,21,Reduce Power,Normal Operation
21,18,83798,45833,Core 0-3,0.1312517963337736,0,0.6737496121257442,Core 0-3,20,Reduce Power,Normal Operation
12,8,66656,19890,Core 4-7,0.4185375062270274,0,0.6172642413863865,Core 0-3,11,Reduce Power,Normal Operation
23,27,99733,28694,Core 0-3,0.6063955672069367,0,0.8092601412315501,Core 0-3,22,Reduce Power,Normal Operation
29,10,57224,31347,Core 0-3,0.2008344612816782,0,0.6730206747775349,Core 0-3,28,Reduce Power,Normal Operation
1,5,15955,19704,Core 0-3,0.0156879667651055,0,0.6727036589034711,Core 0-3,0,Reduce Power,Normal Operation
11,23,88246,666,Core 4-7,0.3550328355652864,0,0.6238461026121145,Core 0-3,10,Reduce Power,Normal Operation
21,7,48173,21810,Core 0-3,0.3382646462433179,0,0.6434619528416853,Core 0-3,20,Reduce Power,Normal Operation
15,12,1474,45791,Core 4-7,0.8280158297984079,0,0.6353165950058309,Core 0-3,14,Reduce Power,Normal Operation
2,25,13179,17939,Core 4-7,0.5710958716090633,0,0.7660974312554883,Core 0-3,1,Reduce Power,Normal Operation
20,3,62291,1754,Core 4-7,0.4710781463445261,0,0.5903017597494457,Core 0-3,19,Reduce Power,Normal Operation
7,26,27929,4786,Core 0-3,0.4368145239011488,0,0.6191280087706929,Core 0-3,6,Reduce Power,Normal Operation
21,4,18573,8509,Core 4-7,0.5901316157568247,0,0.7934575492570353,Core 0-3,20,Reduce Power,Normal Operation
12,10,70707,4507,Core 0-3,0.5396115101450465,0,0.7671894238066966,Core 0-3,11,Reduce Power,Normal Operation
22,4,30865,15492,Core 4-7,0.5897546255923429,1,0.7922974139132272,Core 0-3,21,Reduce Power,Normal Operation
18,15,56428,41026,Core 0-3,0.5646325778935035,0,0.7867983916718532,Core 0-3,17,Reduce Power,Normal Operation
3,29,74953,10223,Core 0-3,0.7078307364008444,0,0.7281918168221516,Core 0-3,2,Reduce Power,Normal Operation
